-69.4213,0.868,0.847,16.7216,0.868,0.728,1.5291,0.868,0.952,0.0031,0.847,0.811,0.0635,0.847,0.817,-37.5646,0.847,0.655,-10.3002,0.847,0.803,-3.5527,0.811,0.796,16.1957,0.796,0.902,3.6539,0.817,0.879,-7.3445,0.879,0.834,0.0988,0.655,0.671,-17.8306,0.671,0.828,-4.4459,0.803,0.657,17.5835,0.657,0.783,20.8773,0.728,0.885,-1.5639,0.952,0.997,1
-69.8253,0.869,0.840,17.2582,0.869,0.730,1.5278,0.869,0.960,0.0619,0.840,0.805,0.0637,0.840,0.812,-38.0740,0.840,0.647,-10.2987,0.840,0.799,-3.2997,0.805,0.803,22.4810,0.803,0.898,3.5649,0.812,0.879,-10.0047,0.879,0.870,0.1054,0.647,0.669,-15.4870,0.669,0.828,-4.4132,0.799,0.649,17.3511,0.649,0.780,21.7219,0.730,0.887,-1.5618,0.960,0.994,1
-35.9704,0.855,0.866,16.5861,0.855,0.713,1.5216,0.855,0.955,0.0022,0.866,0.836,0.0609,0.866,0.840,-73.0531,0.866,0.679,-10.6158,0.866,0.792,-4.0389,0.836,0.865,14.5912,0.865,0.853,4.3878,0.840,0.839,-6.8868,0.839,0.870,0.0965,0.679,0.717,-15.9231,0.717,0.828,-4.4597,0.792,0.679,20.8095,0.679,0.791,20.6496,0.713,0.892,-1.7828,0.955,0.963,1
22.8286,0.851,0.885,15.5197,0.851,0.763,1.0892,0.851,0.890,0.0015,0.885,0.811,0.0031,0.885,0.821,-51.4960,0.885,0.625,-10.0830,0.885,0.807,-2.1892,0.811,0.807,16.2321,0.807,0.816,2.5950,0.821,0.900,-8.4240,0.900,0.914,0.0929,0.625,0.652,-14.8904,0.652,0.848,-4.3198,0.807,0.661,20.0604,0.661,0.798,19.6166,0.763,0.883,-1.0146,0.890,0.867,1
-25.4515,0.855,0.857,17.8569,0.855,0.721,1.1317,0.855,0.956,0.0615,0.857,0.825,0.0029,0.857,0.823,-48.8511,0.857,0.682,-10.5662,0.857,0.795,-3.6481,0.825,0.855,14.8637,0.855,0.884,4.0524,0.823,0.868,-6.7171,0.868,0.840,0.0963,0.682,0.711,-18.0368,0.711,0.838,-4.5413,0.795,0.667,20.9909,0.667,0.791,21.6418,0.721,0.889,-1.7756,0.956,0.967,1
34.4947,0.852,0.884,16.0567,0.852,0.770,1.0754,0.852,0.900,0.0019,0.884,0.821,0.0659,0.884,0.827,-50.9627,0.884,0.625,-10.0385,0.884,0.806,-2.2857,0.821,0.810,16.1308,0.810,0.810,2.5110,0.827,0.903,-8.3563,0.903,0.907,0.1845,0.625,0.655,-15.3336,0.655,0.843,-4.2900,0.806,0.654,23.9730,0.654,0.790,19.6464,0.770,0.870,-1.3393,0.900,0.872,1
34.4894,0.887,0.866,15.5261,0.887,0.765,2.1323,0.887,0.886,0.0595,0.866,0.806,0.0026,0.866,0.824,-75.4276,0.866,0.637,-10.3388,0.866,0.794,-2.6666,0.806,0.877,20.0132,0.877,0.813,2.8825,0.824,0.848,-11.3295,0.848,0.910,0.0942,0.637,0.658,-15.1387,0.658,0.833,-4.2895,0.794,0.676,29.3733,0.676,0.785,19.8533,0.765,0.877,-1.7638,0.886,0.904,1
-1728.1737,0.881,0.851,17.3058,0.881,0.757,1.7607,0.881,0.929,0.0027,0.851,0.800,0.0652,0.851,0.802,-38.5550,0.851,0.642,-10.0420,0.851,0.802,-2.7514,0.800,0.859,33.2235,0.859,0.811,2.9221,0.802,0.826,-10.9463,0.826,0.911,0.0990,0.642,0.660,-15.2059,0.660,0.826,-4.3329,0.802,0.663,24.4262,0.663,0.780,21.7837,0.757,0.887,-1.7682,0.929,0.965,1
-69.7340,0.875,0.841,17.9009,0.875,0.749,1.5588,0.875,0.955,0.1172,0.841,0.790,0.0642,0.841,0.795,-31.4485,0.841,0.627,-10.0426,0.841,0.795,-2.9897,0.790,0.832,22.3882,0.832,0.859,3.2250,0.795,0.815,-8.9817,0.815,0.929,0.1046,0.627,0.644,-14.9918,0.644,0.823,-4.3024,0.795,0.649,23.6742,0.649,0.789,22.7686,0.749,0.888,-1.7642,0.955,0.972,1
-14286.2416,0.879,0.858,17.2947,0.879,0.757,1.5229,0.879,0.910,0.0595,0.858,0.793,0.0644,0.858,0.807,-38.0179,0.858,0.634,-10.0838,0.858,0.800,-2.8231,0.793,0.877,32.4122,0.877,0.810,3.0483,0.807,0.833,-10.9170,0.833,0.905,0.0994,0.634,0.663,-15.4287,0.663,0.834,-4.3650,0.800,0.658,24.2052,0.658,0.792,20.8811,0.757,0.884,-1.7787,0.910,0.936,1
